DSPT_REQ_HR,FIRE_SUPESN_HR,CTPV_NM,SGG_NM,FRSTN_GRNDS_DSTNC,CNTR_GRNDS_DSTNC,LFDAU_GRNDS_DSTNC,FCLT_PLC_SCLSF_NM,FND_FIRE_SE_NM,FND_IGTN_PSTN_NM,HR_UNIT_ARTMP,HR_UNIT_WSPD_INFO,WNDRCT_BRNG,HR_UNIT_HUM,golden_time_under_50min,arrival_time_diff,is_night,month_rcpt,dispatch_time_diff
434,3023,15,23,23,21,8.0,2,2,3,20.8,2.0,8,33.0,1,494.0,0,5,60.0
264,3034,12,32,51,21,2.0,2,2,3,14.7,2.0,4,29.4,1,284.0,0,5,20.0
1220,743,1,128,20,2,-1.0,2,2,4,19.0,2.0,3,37.0,1,1301.0,0,5,81.0
516,2705,6,153,12,9,-1.0,1,1,1,21.9,2.0,7,45.0,1,546.0,0,5,30.0
545,1635,0,217,21,7,-1.0,2,2,1,21.4,2.0,7,24.0,1,613.0,0,5,68.0
615,6786,1,50,12,5,6.0,2,2,1,13.4,2.0,8,63.0,1,698.0,1,5,83.0
975,5106,0,221,37,24,15.0,1,1,2,14.9,2.0,3,59.0,1,1027.0,0,5,52.0
548,164,7,6,10,10,-1.0,2,2,1,19.7,2.0,2,53.0,1,651.0,0,5,103.0
747,68017,13,71,59,19,12.0,2,2,3,16.9,2.0,8,19.0,1,747.0,0,4,0.0
959,5062,13,79,29,21,7.0,1,1,2,15.1,2.0,6,70.2,1,1023.0,0,5,64.0
669,15805,3,15,6,6,-1.0,2,2,3,24.1,6.5,7,16.0,1,725.0,0,5,56.0
825,4680,12,75,14,8,-1.0,2,2,1,27.0,6.5,1,40.0,1,928.0,0,5,103.0
746,8500,3,207,7,3,-1.0,2,2,1,25.9,2.0,6,67.0,1,805.0,0,7,59.0
197,2605,13,79,0,0,-1.0,2,2,1,28.1,6.5,2,47.0,1,268.0,0,6,71.0
575,5115,0,217,26,0,5.0,2,2,2,18.9,2.0,6,78.0,1,663.0,0,6,88.0
237,0,5,62,9,2,-1.0,2,2,1,21.5,2.0,2,67.0,1,300.0,0,6,63.0
1792,24400,12,124,13,13,5.0,0,0,3,23.0,6.5,6,79.0,1,1850.0,0,6,58.0
367,169,10,48,9,5,-1.0,2,2,4,19.6,2.0,5,97.0,1,420.0,1,7,53.0
449,245,1,123,11,11,6.0,2,2,1,27.4,2.0,7,60.0,1,570.0,0,6,121.0
659,272,12,212,9,9,-1.0,2,2,4,31.9,2.0,1,59.0,1,659.0,0,7,0.0
341,1345,10,173,3,3,-1.0,0,0,3,30.0,2.0,6,64.0,1,415.0,0,7,74.0
260,1596,12,212,22,7,2.0,2,2,4,33.0,2.0,1,52.0,1,337.0,0,7,77.0
272,295,15,39,3,3,-1.0,2,2,4,29.1,2.0,2,68.0,1,321.0,0,7,49.0
244,99,1,117,6,1,-1.0,0,0,1,25.1,2.0,3,69.0,1,288.0,0,8,44.0
4099,17484,0,168,35,12,17.0,2,2,2,30.7,2.0,6,70.0,0,4217.0,0,7,118.0
956,41880,16,132,22,8,-1.0,2,2,3,31.3,2.0,2,70.0,1,956.0,0,7,0.0
347,5998,3,151,19,3,-1.0,2,2,3,30.5,2.0,4,0.0,1,413.0,0,7,66.0
674,12124,12,28,25,14,11.0,2,2,3,31.7,2.0,4,53.0,1,744.0,0,7,70.0
877,75300,12,124,20,9,-1.0,0,0,3,26.0,2.0,6,73.0,1,930.0,0,8,53.0
581,20870,15,80,13,2,-1.0,2,2,1,30.6,2.0,4,53.0,1,713.0,0,8,132.0
680,6630,15,93,22,5,-1.0,2,2,1,28.0,2.0,4,61.0,1,740.0,0,8,60.0
1055,4224,0,196,13,9,-1.0,1,1,3,30.8,2.0,1,60.0,1,1162.0,0,8,107.0
730,84635,11,142,55,55,8.0,2,2,2,26.2,2.0,5,76.0,1,908.0,0,8,178.0
1013,2777,0,196,4,4,-1.0,2,2,2,29.4,2.0,3,53.0,1,1209.0,0,8,196.0
982,9580,6,62,18,16,-1.0,1,1,2,26.6,2.0,6,78.0,1,1035.0,0,8,53.0
486,661,1,121,19,9,-1.0,2,2,1,25.0,2.0,6,69.0,1,548.0,0,9,62.0
314,484,3,151,40,3,-1.0,2,2,1,18.5,2.0,1,42.0,1,361.0,0,10,47.0
617,356,1,64,3,3,2.0,2,2,3,24.4,2.0,3,72.0,1,659.0,0,9,42.0
877,2112,11,8,20,17,10.0,1,1,3,25.0,2.0,2,45.0,1,921.0,0,9,44.0
395,11163,12,219,7,14,-1.0,2,2,2,29.7,2.0,2,53.0,1,461.0,0,10,66.0
220,715,15,59,18,1,-1.0,2,2,1,11.0,2.0,5,45.0,1,275.0,0,10,55.0
3485,2262,12,69,14,8,-1.0,2,2,1,21.0,2.0,4,39.8,0,3527.0,0,11,42.0
926,1856,6,60,7,7,-1.0,2,2,3,15.6,2.0,6,45.0,1,957.0,0,11,31.0
253,4791,12,69,2,2,-1.0,2,2,1,12.1,2.0,6,68.0,1,287.0,1,11,34.0
511,813,0,4,13,4,-1.0,2,2,1,4.3,6.5,7,23.0,1,560.0,0,12,49.0
449,5245,2,9,29,4,-1.0,1,1,2,8.1,6.5,8,54.0,1,668.0,0,12,219.0
580,7189,0,120,6,6,-1.0,2,2,1,12.1,-1.0,3,50.0,1,612.0,1,11,32.0
1705,38928,1,50,7,2,-1.0,2,2,1,5.2,2.0,6,65.0,1,1761.0,1,11,56.0
365,9202,15,23,25,6,-1.0,2,2,2,8.8,2.0,4,94.0,1,418.0,0,11,53.0
1168,191,10,150,21,21,25.0,1,1,1,10.8,2.0,3,43.0,1,1206.0,0,11,38.0
163,9480,12,143,41,24,2.0,2,2,3,13.9,2.0,7,47.0,1,201.0,0,11,38.0
764,2220,12,124,29,29,19.0,2,2,1,12.9,2.0,3,48.3,1,951.0,0,11,187.0
1244,2227,15,39,25,16,-1.0,1,1,3,13.9,2.0,5,34.0,1,1304.0,0,11,60.0
495,413,1,50,2,2,-1.0,2,2,3,20.1,2.0,2,41.0,1,551.0,0,11,56.0
750,6727,3,72,14,14,8.0,2,2,1,15.1,2.0,7,23.0,1,795.0,0,11,45.0
579,1049,13,161,10,7,-1.0,2,2,1,17.4,2.0,2,53.0,1,615.0,0,11,36.0
471,0,2,9,3,3,-1.0,0,0,1,14.6,2.0,7,41.0,1,557.0,0,11,86.0
1421,2594,3,112,31,27,-1.0,2,2,1,12.6,2.0,8,46.0,1,1460.0,0,11,39.0
424,3557,3,11,13,3,-1.0,2,2,3,19.7,2.0,2,40.0,1,528.0,0,11,104.0
747,2722,11,173,18,0,3.0,2,2,1,13.5,2.0,2,71.0,1,815.0,1,11,68.0
312,2933,1,123,27,1,-1.0,2,2,1,0.0,-1.0,0,0.0,1,374.0,0,11,62.0
493,13600,1,50,12,1,-1.0,1,1,2,13.6,2.0,1,73.0,1,602.0,0,11,109.0
759,7080,13,51,14,14,8.0,2,2,3,10.3,2.0,4,43.0,1,867.0,0,11,108.0
411,213,10,150,12,12,6.0,2,2,1,2.9,2.0,7,70.0,1,446.0,1,11,35.0
649,5400,12,124,28,16,12.0,2,2,3,13.6,2.0,4,49.8,1,701.0,0,11,52.0
598,5776,12,108,4,4,-1.0,2,2,1,15.7,2.0,3,30.0,1,669.0,0,11,71.0
606,13369,7,82,8,2,-1.0,1,1,1,12.6,2.0,5,56.0,1,710.0,0,11,104.0
901,3192,13,79,24,20,11.0,2,2,1,3.9,2.0,3,80.0,1,934.0,0,11,33.0
1001,25095,10,150,13,8,-1.0,1,1,0,8.8,2.0,3,44.0,1,1259.0,1,11,258.0
1465,6194,10,150,20,6,-1.0,2,2,1,11.9,2.0,8,40.0,1,1529.0,0,11,64.0
454,2658,3,15,6,6,-1.0,0,0,3,18.0,2.0,7,45.0,1,514.0,0,11,60.0
872,3600,12,21,19,19,4.0,2,2,1,19.3,2.0,4,43.0,1,945.0,0,11,73.0
367,2279,2,178,22,18,3.0,2,2,3,12.9,2.0,4,22.0,1,413.0,0,11,46.0
591,3372,0,221,27,15,4.0,2,2,1,8.1,2.0,7,54.0,1,641.0,0,11,50.0
239,4570,13,144,23,12,3.0,2,2,4,13.8,2.0,7,30.0,1,300.0,0,11,61.0
1595,600,1,218,34,16,9.0,2,2,4,11.1,2.0,2,70.0,1,88071.0,0,11,76.0
620,7002,1,1,10,0,-1.0,2,2,3,5.6,2.0,1,55.0,1,683.0,0,12,63.0
290,825,1,29,4,4,-1.0,2,2,3,3.0,2.0,1,84.0,1,525.0,0,11,235.0
724,5965,2,86,21,19,7.0,2,2,3,5.8,-1.0,5,19.0,1,871.0,0,12,147.0
761,7169,3,77,27,8,-1.0,2,2,1,-1.0,6.5,8,31.0,1,807.0,0,12,46.0
1223,3166,16,195,18,8,-1.0,2,2,3,2.0,2.0,7,50.0,1,1223.0,0,12,0.0
448,16265,7,40,8,5,-1.0,2,2,1,0.0,2.0,5,0.0,1,532.0,0,12,84.0
888,2859,12,32,39,10,-1.0,2,2,1,14.0,2.0,5,40.0,1,912.0,0,12,24.0
634,5036,2,16,8,8,-1.0,2,2,1,14.3,2.0,3,55.0,1,705.0,0,12,71.0
420,610,15,93,14,5,-1.0,2,2,1,8.0,6.5,7,32.0,1,496.0,0,12,76.0
416,1255,14,90,4,4,-1.0,2,2,4,14.7,2.0,8,76.0,1,416.0,0,12,0.0
600,427,3,99,9,9,5.0,2,2,3,11.6,2.0,3,36.0,1,650.0,0,12,50.0
1367,164,2,211,18,18,-1.0,2,2,1,13.4,2.0,7,30.0,1,1426.0,0,12,59.0
565,6246,7,42,4,4,-1.0,2,2,3,2.6,2.0,4,19.0,1,669.0,0,12,104.0
450,3387,1,29,3,3,-1.0,2,2,1,3.1,2.0,5,23.0,1,502.0,0,12,52.0
2130,5297,1,205,32,8,6.0,2,2,3,-0.7,2.0,8,35.0,1,2257.0,0,12,127.0
601,4667,3,12,15,6,-1.0,1,1,1,-2.7,2.0,5,0.0,1,723.0,1,12,122.0
405,1134,15,74,13,4,-1.0,2,2,3,11.5,2.0,5,69.0,1,442.0,0,4,37.0
615,12415,0,217,9,9,-1.0,2,2,1,7.1,2.0,1,62.0,1,676.0,0,1,61.0
717,64368,12,108,6,6,-1.0,1,1,3,-3.8,6.5,7,41.0,1,793.0,0,12,76.0
1281,2442,12,219,18,13,5.0,2,2,1,1.5,6.5,7,60.0,1,1317.0,1,12,36.0
372,1616,2,201,11,2,-1.0,2,2,3,2.6,2.0,3,37.0,1,408.0,0,12,36.0
535,389,3,130,13,5,-1.0,1,1,2,-0.6,2.0,4,86.0,1,630.0,0,12,95.0
515,685,10,48,10,4,-1.0,0,0,4,-6.0,2.0,6,38.0,1,588.0,0,12,73.0
337,4106,10,150,7,6,-1.0,2,2,1,4.2,2.0,4,48.0,1,394.0,0,12,57.0
1294,1701,1,123,14,14,5.0,2,2,1,-8.5,2.0,3,32.0,1,1386.0,0,12,92.0
292,8343,13,107,3,3,-1.0,2,2,1,-8.1,2.0,3,67.0,1,405.0,1,12,113.0
948,4565,3,12,16,9,-1.0,2,2,1,10.6,-1.0,7,37.0,1,1006.0,0,12,58.0
1591,6318,5,62,14,10,-1.0,2,2,1,-2.1,2.0,6,83.0,1,1637.0,1,12,46.0
432,10912,12,108,10,4,-1.0,2,2,1,8.2,6.5,8,45.9,1,490.0,0,12,58.0
743,10408,2,52,21,8,-1.0,1,1,0,9.2,2.0,7,44.0,1,813.0,0,12,70.0
1080,21300,12,143,5,5,-1.0,1,1,3,1.7,2.0,8,88.0,1,1080.0,1,12,0.0
132,1075,15,39,2,2,-1.0,2,2,4,18.2,2.0,7,24.7,1,202.0,0,4,70.0
348,1432,13,161,7,3,-1.0,2,2,1,-3.8,2.0,5,45.0,1,385.0,0,12,37.0
764,1661,12,70,15,15,9.0,2,2,1,16.6,6.5,6,38.0,1,764.0,0,4,0.0
720,6600,12,28,25,12,8.0,2,2,1,19.2,2.0,1,36.0,1,869.0,0,4,149.0
366,1415,15,23,14,10,5.0,2,2,4,18.5,2.0,8,16.0,1,410.0,0,4,44.0
824,5139,0,4,21,6,-1.0,2,2,3,25.3,2.0,3,62.0,1,871.0,0,6,47.0
1475,1500,12,28,28,19,10.0,1,1,1,13.6,2.0,1,42.0,1,1475.0,0,4,0.0
283,2610,15,191,10,10,5.0,2,2,1,17.5,2.0,7,23.0,1,335.0,0,4,52.0
536,931,1,1,3,3,-1.0,2,2,1,12.4,2.0,2,43.0,1,554.0,0,4,18.0
300,751,10,150,15,1,-1.0,2,2,4,9.0,2.0,6,27.0,1,346.0,0,12,46.0
444,2940,2,183,6,8,-1.0,0,0,2,11.0,2.0,7,55.0,1,504.0,0,1,60.0
824,7692,12,219,19,12,5.0,2,2,2,0.0,-1.0,0,0.0,1,854.0,0,4,30.0
1246,12480,13,165,12,12,-1.0,0,0,3,13.1,2.0,8,48.0,1,1246.0,0,4,0.0
893,4724,5,57,14,14,-1.0,0,0,2,21.5,2.0,7,22.0,1,1010.0,0,4,117.0
430,1265,1,45,8,2,-1.0,2,2,1,16.8,2.0,3,46.0,1,482.0,0,4,52.0
393,2983,1,17,8,5,-1.0,2,2,1,12.6,2.0,5,43.0,1,503.0,0,1,110.0
366,20636,10,150,10,6,-1.0,1,1,3,12.4,2.0,6,73.0,1,399.0,1,4,33.0
349,6262,8,41,4,4,-1.0,0,0,3,17.4,-1.0,3,65.0,1,409.0,0,3,60.0
870,6400,5,102,7,7,-1.0,2,2,3,12.3,2.0,8,12.0,1,1002.0,0,3,132.0
393,1616,11,8,13,1,-1.0,2,2,3,0.0,2.0,6,78.0,1,444.0,1,3,51.0
396,7318,11,142,49,3,-1.0,2,2,1,5.2,6.5,8,82.0,1,457.0,0,3,61.0
425,58030,7,40,6,6,-1.0,1,1,3,12.8,2.0,3,18.0,1,576.0,0,3,151.0
136,12064,7,6,12,2,-1.0,2,2,1,8.6,-1.0,8,29.0,1,201.0,0,3,65.0
1567,4342,7,42,23,3,-1.0,2,2,2,13.4,2.0,3,32.0,1,1715.0,0,3,148.0
1413,56560,5,57,10,4,-1.0,0,0,3,4.4,2.0,7,22.0,1,1442.0,0,3,29.0
334,11379,10,82,9,6,-1.0,0,0,0,8.1,2.0,4,78.0,1,394.0,1,3,60.0
333,154,10,150,11,11,6.0,1,1,3,-0.7,2.0,5,80.0,1,404.0,1,3,71.0
311,28355,10,150,4,4,-1.0,2,2,1,9.3,2.0,7,13.0,1,394.0,0,3,83.0
475,4685,10,150,14,14,8.0,2,2,1,9.8,2.0,1,24.0,1,559.0,0,3,84.0
654,1154,1,17,6,3,-1.0,2,2,3,8.4,2.0,8,19.0,1,724.0,0,3,70.0
476,1070,1,204,17,2,-1.0,2,2,1,6.1,2.0,1,57.0,1,606.0,1,3,130.0
333,706,1,17,12,3,-1.0,2,2,1,11.9,2.0,7,22.0,1,386.0,0,3,53.0
884,5218,1,148,19,6,-1.0,2,2,3,0.0,-1.0,0,0.0,1,975.0,0,3,91.0
737,3151,1,121,12,10,-1.0,1,1,3,9.6,2.0,3,56.0,1,828.0,0,3,91.0
677,7792,1,121,5,3,-1.0,2,2,3,11.8,2.0,3,20.0,1,795.0,0,3,118.0
740,2485,1,159,6,4,-1.0,2,2,3,19.7,2.0,2,49.0,1,804.0,0,3,64.0
705,0,1,204,14,7,-1.0,2,2,1,13.8,2.0,4,48.0,1,743.0,0,3,38.0
411,4165,1,123,23,17,4.0,2,2,1,9.4,2.0,7,18.0,1,453.0,0,3,42.0
256,791,1,50,11,1,-1.0,2,2,1,12.3,2.0,6,33.0,1,306.0,0,3,50.0
435,15215,1,158,3,3,-1.0,0,0,2,2.9,2.0,6,83.0,1,499.0,1,3,64.0
332,1979,1,205,9,2,-1.0,2,2,4,1.6,6.5,6,19.0,1,388.0,0,3,56.0
540,1677,1,29,4,4,-1.0,2,2,1,15.0,10.5,7,36.0,1,658.0,0,3,118.0
776,63425,0,4,34,6,-1.0,2,2,1,11.0,6.5,7,35.0,1,850.0,1,3,74.0
166,9544,0,87,56,20,2.0,2,2,3,17.1,2.0,2,39.0,1,197.0,0,3,31.0
784,832,0,217,17,17,9.0,2,2,3,4.1,2.0,3,16.0,1,881.0,0,3,97.0
628,28652,0,217,50,10,-1.0,1,1,4,18.2,2.0,4,49.0,1,676.0,0,3,48.0
1197,1983,0,217,14,14,11.0,2,2,1,7.0,2.0,5,44.0,1,1251.0,1,3,54.0
1392,10160,0,217,21,21,13.0,2,2,1,10.3,2.0,8,36.0,1,1415.0,0,3,23.0
307,2681,0,135,29,8,13.0,2,2,1,12.7,2.0,7,22.0,1,353.0,0,3,46.0
268,3268,1,218,16,7,1.0,2,2,4,16.6,2.0,8,52.0,1,309.0,0,3,41.0
1442,17626,1,106,12,12,-1.0,2,2,3,4.7,2.0,3,66.0,1,1619.0,1,3,177.0
861,11271,0,196,19,12,-1.0,2,2,2,9.8,2.0,1,50.0,1,1047.0,0,3,186.0
707,69042,0,4,7,7,-1.0,1,1,1,8.3,6.5,8,51.0,1,871.0,1,3,164.0
304,5633,15,74,19,3,-1.0,2,2,4,13.7,2.0,3,27.0,1,390.0,0,3,86.0
328,4343,15,111,6,8,3.0,2,2,1,13.5,-1.0,3,30.0,1,392.0,0,3,64.0
527,4448,15,92,19,6,-1.0,2,2,1,13.2,-1.0,3,33.0,1,597.0,0,3,70.0
725,1080,15,216,26,11,4.0,2,2,1,6.0,2.0,3,69.0,1,801.0,0,3,76.0
454,4390,15,23,7,8,-1.0,2,2,1,16.5,2.0,8,18.0,1,531.0,0,3,77.0
296,6130,13,51,16,16,4.0,2,2,4,16.2,2.0,5,17.0,1,312.0,0,3,16.0
353,2520,13,51,3,3,-1.0,2,2,4,17.2,2.0,8,53.0,1,354.0,1,3,1.0
483,1740,13,51,18,5,-1.0,2,2,1,18.0,2.0,8,57.0,1,537.0,0,3,54.0
385,2200,13,51,13,12,4.0,2,2,1,18.5,2.0,8,52.0,1,466.0,0,3,81.0
1144,13709,13,165,38,25,7.0,2,2,3,3.1,2.0,5,56.0,1,1204.0,1,3,60.0
147,4532,15,59,0,0,-1.0,0,0,3,4.6,6.5,7,24.0,1,173.0,0,3,26.0
310,2602,15,80,8,4,-1.0,2,2,4,7.3,2.0,8,20.0,1,350.0,0,3,40.0
384,29273,15,59,12,4,7.0,0,0,3,5.2,6.5,7,28.0,1,424.0,0,3,40.0
298,1762,15,80,19,6,-1.0,2,2,1,13.0,2.0,2,30.0,1,368.0,0,3,70.0
299,5519,15,191,12,12,5.0,2,2,1,5.5,2.0,2,23.0,1,350.0,0,3,51.0
1340,9097,13,163,29,22,6.0,2,2,1,16.2,2.0,8,16.0,1,1381.0,0,3,41.0
299,16444,12,212,13,3,-1.0,2,2,3,21.5,6.5,1,51.0,1,352.0,0,3,53.0
1467,17014,3,12,29,12,-1.0,1,1,2,-0.2,2.0,6,0.0,1,1650.0,1,3,183.0
762,4938,3,12,27,9,3.0,2,2,1,0.0,-1.0,0,0.0,1,834.0,0,3,72.0
639,8706,3,44,12,7,-1.0,2,2,1,18.7,2.0,8,29.0,1,734.0,0,3,95.0
1363,8283,3,112,15,13,-1.0,1,1,2,-2.5,2.0,7,55.0,1,1420.0,1,3,57.0
336,540,12,28,2,2,-1.0,0,0,3,11.9,6.5,7,13.0,1,379.0,0,3,43.0
918,6285,2,52,19,13,-1.0,2,2,4,10.6,2.0,8,13.0,1,955.0,0,3,37.0
618,6577,2,84,16,11,4.0,2,2,1,17.7,2.0,3,25.0,1,646.0,0,3,28.0
147,94,2,201,47,34,5.0,2,2,4,14.9,10.5,2,88.0,1,402.0,0,3,255.0
283,13566,3,136,18,4,-1.0,2,2,1,5.2,6.5,7,20.0,1,334.0,0,3,51.0
1023,1646,3,35,23,14,-1.0,2,2,3,17.1,2.0,3,0.0,1,1125.0,0,3,102.0
694,2544,3,137,16,7,-1.0,2,2,3,13.7,2.0,5,18.0,1,743.0,0,3,49.0
760,4882,3,72,15,9,-1.0,2,2,1,9.6,-1.0,3,19.0,1,853.0,0,3,93.0
1015,9181,3,151,12,15,-1.0,2,2,1,13.4,6.5,8,19.0,1,1074.0,0,3,59.0
723,20191,3,99,15,15,8.0,2,2,0,-2.8,2.0,5,71.0,1,756.0,1,3,33.0
667,5981,3,157,11,9,-1.0,2,2,3,10.1,2.0,5,76.0,1,699.0,1,3,32.0
510,1805,2,181,13,7,-1.0,2,2,3,13.0,2.0,5,34.0,1,599.0,0,3,89.0
838,13926,2,46,11,3,-1.0,2,2,3,15.7,2.0,3,84.0,1,999.0,1,3,161.0
917,4717,2,184,5,8,-1.0,2,2,1,14.4,2.0,1,322.0,1,999.0,0,3,82.0
679,1817,14,90,5,5,-1.0,2,2,4,14.4,2.0,2,41.0,1,714.0,0,3,35.0
362,3229,2,73,24,4,-1.0,2,2,3,11.7,2.0,5,10.0,1,401.0,0,3,39.0
487,1031,2,73,5,5,-1.0,2,2,1,9.0,2.0,2,42.0,1,535.0,0,3,48.0
459,431,2,119,7,5,-1.0,2,2,1,12.8,2.0,6,29.0,1,506.0,0,3,47.0
658,12608,2,10,8,8,-1.0,1,1,2,7.5,-1.0,8,22.0,1,708.0,0,3,50.0
360,11596,2,180,8,8,5.0,2,2,1,17.7,2.0,5,15.0,1,417.0,0,3,57.0
459,3108,2,211,36,21,10.0,2,2,1,1.8,-1.0,7,26.0,1,567.0,0,3,108.0
876,8555,2,156,13,13,-1.0,2,2,1,15.8,2.0,2,22.0,1,923.0,0,3,47.0
346,11897,2,86,24,5,-1.0,2,2,4,11.0,6.5,7,14.0,1,395.0,0,3,49.0
1025,11664,2,86,48,18,-1.0,1,1,1,9.0,2.0,2,95.0,1,1122.0,0,3,97.0
335,38362,2,211,26,1,-1.0,2,2,0,11.3,2.0,6,38.0,1,449.0,1,3,114.0
1368,2465,15,59,18,16,-1.0,0,0,4,7.6,2.0,6,44.0,1,1415.0,0,3,47.0
301,4977,2,211,29,2,-1.0,2,2,1,4.5,2.0,1,50.0,1,373.0,0,3,72.0
958,3985,1,1,23,17,11.0,2,2,1,12.6,2.0,1,14.0,1,1001.0,0,3,43.0
1078,16193,1,1,10,10,7.0,2,2,2,12.7,2.0,4,28.0,1,1135.0,0,3,57.0
822,8460,3,88,33,20,8.0,0,0,1,8.9,-1.0,7,28.0,1,1170.0,0,2,348.0
1956,5704,3,77,27,8,-1.0,2,2,3,4.9,2.0,1,17.0,1,2000.0,0,1,44.0
479,3902,0,196,3,3,-1.0,2,2,1,-3.8,2.0,5,70.0,1,1592.0,0,1,1113.0
462,1970,1,17,5,3,-1.0,2,2,2,-2.9,2.0,5,31.0,1,512.0,0,1,50.0
567,8252,5,57,6,6,-1.0,1,1,2,2.7,2.0,5,26.0,1,679.0,1,1,112.0
452,1113,11,173,12,5,-1.0,2,2,1,-1.6,2.0,7,45.0,1,490.0,0,1,38.0
640,4026,3,35,16,8,-1.0,2,2,1,-0.8,2.0,7,0.0,1,700.0,0,1,60.0
1249,13216,0,168,17,17,-1.0,2,2,3,-7.0,2.0,6,51.0,1,1340.0,0,1,91.0
770,5420,2,213,12,12,-1.0,2,2,3,6.6,2.0,2,16.0,1,819.0,0,1,49.0
498,696,1,50,9,2,-1.0,2,2,1,-2.8,2.0,3,30.0,1,554.0,0,1,56.0
501,1526,1,50,8,3,-1.0,2,2,1,-3.0,2.0,8,29.0,1,555.0,0,1,54.0
151,1818,2,211,27,1,-1.0,2,2,1,6.8,2.0,8,12.0,1,271.0,0,1,120.0
557,10116,3,37,30,16,5.0,1,1,1,-9.4,2.0,1,71.0,1,611.0,0,1,54.0
339,7980,15,187,11,2,-1.0,2,2,1,-8.8,2.0,3,58.0,1,379.0,1,1,40.0
1408,2113,12,219,44,22,9.0,2,2,1,6.7,-1.0,0,20.0,1,1475.0,0,1,67.0
1122,9275,0,162,24,24,10.0,0,0,1,-2.0,2.0,3,35.0,1,1191.0,0,1,69.0
551,478,1,123,7,1,-1.0,2,2,3,-6.9,2.0,7,47.0,1,617.0,1,1,66.0
616,3702,5,57,12,12,-1.0,2,2,1,6.0,2.0,0,0.0,1,667.0,0,1,51.0
886,9540,3,112,22,14,-1.0,0,0,1,-5.2,2.0,6,58.0,1,915.0,0,1,29.0
323,3904,2,210,28,7,-1.0,1,1,3,0.0,-1.0,0,0.0,1,419.0,0,1,96.0
451,7707,16,195,12,4,-1.0,0,0,1,0.0,6.5,8,40.0,1,485.0,0,1,34.0
356,4307,15,186,10,5,7.0,2,2,1,1.0,2.0,7,33.0,1,416.0,0,1,60.0
276,11137,12,75,8,8,2.0,2,2,1,7.0,6.5,7,50.0,1,359.0,0,1,83.0
1125,7061,1,128,16,10,-1.0,2,2,1,0.3,2.0,1,32.0,1,1168.0,0,1,43.0
630,1637,1,50,15,1,-1.0,2,2,3,4.0,2.0,2,28.0,1,695.0,0,1,65.0
285,2095,3,130,1,1,-1.0,0,0,1,-3.4,2.0,3,71.0,1,338.0,1,1,53.0
422,4797,3,88,22,0,3.0,2,2,4,5.8,2.0,8,43.3,1,472.0,0,1,50.0
3082,66181,2,180,21,21,13.0,1,1,0,3.4,2.0,1,66.0,0,3183.0,1,1,101.0
1014,14775,1,160,2,8,-1.0,1,1,2,2.5,2.0,8,60.0,1,1123.0,0,1,109.0
962,6801,2,73,7,7,-1.0,2,2,3,10.0,2.0,1,39.0,1,1025.0,0,1,63.0
665,2950,1,202,10,4,-1.0,2,2,3,1.8,2.0,8,56.0,1,712.0,0,1,47.0
259,4370,0,203,47,2,-1.0,2,2,1,2.8,2.0,3,25.0,1,486.0,0,1,227.0
469,5704,3,15,9,9,-1.0,2,2,3,4.8,2.0,5,30.0,1,556.0,0,1,87.0
320,4500,2,119,13,3,-1.0,2,2,3,7.0,2.0,7,0.0,1,408.0,0,1,88.0
907,60224,2,209,28,9,9.0,2,2,3,-6.4,2.0,8,79.0,1,952.0,1,1,45.0
397,12558,3,130,19,3,-1.0,2,2,0,-14.6,6.5,7,30.0,1,496.0,0,1,99.0
1053,4739,16,175,12,12,-1.0,1,1,1,5.0,2.0,8,44.0,1,1104.0,0,1,51.0
892,4253,0,162,34,7,-1.0,1,1,1,-12.9,2.0,2,83.0,1,951.0,0,1,59.0
486,1280,0,196,18,4,-1.0,1,1,1,1.1,2.0,1,22.0,1,560.0,0,1,74.0
530,4320,2,211,9,9,-1.0,2,2,1,8.3,2.0,7,44.0,1,597.0,0,1,67.0
374,20242,3,15,34,3,-1.0,2,2,3,-9.0,2.0,5,61.0,1,540.0,1,1,166.0
350,2520,12,28,18,14,6.0,2,2,1,8.0,2.0,0,25.0,1,389.0,0,1,39.0
609,7634,2,16,7,7,-1.0,2,2,1,-1.0,2.0,3,58.0,1,636.0,1,1,27.0
173,1196,8,98,1,1,-1.0,0,0,1,0.0,2.0,8,39.0,1,264.0,0,1,91.0
461,3225,3,35,14,6,-1.0,2,2,1,-2.6,2.0,7,0.0,1,501.0,0,1,40.0
515,8640,1,29,4,4,-1.0,2,2,1,1.4,2.0,8,27.0,1,515.0,0,1,0.0
550,1465,1,109,17,5,-1.0,2,2,1,-1.9,2.0,8,42.0,1,615.0,0,1,65.0
522,5307,0,221,24,12,5.0,2,2,3,-3.7,2.0,1,36.0,1,606.0,0,1,84.0
398,1688,1,17,12,2,-1.0,2,2,1,-1.0,2.0,5,58.0,1,459.0,0,1,61.0
431,2037,3,88,3,3,-1.0,2,2,1,-0.8,2.0,8,28.0,1,486.0,0,1,55.0
605,2979,0,120,5,5,-1.0,2,2,1,10.4,2.0,8,23.0,1,638.0,0,2,33.0
841,2968,1,109,17,5,-1.0,2,2,3,6.9,2.0,7,23.0,1,975.0,0,2,134.0
594,960,1,123,11,11,6.0,2,2,1,9.9,2.0,8,42.0,1,641.0,0,2,47.0
