DSPT_REQ_HR,CTPV_NM,SGG_NM,FRSTN_GRNDS_DSTNC,CNTR_GRNDS_DSTNC,LFDAU_GRNDS_DSTNC,FCLT_PLC_SCLSF_NM,FND_FIRE_SE_NM,FND_IGTN_PSTN_NM,HR_UNIT_ARTMP,HR_UNIT_WSPD_INFO,WNDRCT_BRNG,HR_UNIT_HUM,golden_time_under_50min,arrival_time_diff,is_night,month_rcpt,dispatch_time_diff,FIRE_SUPESN_HR_log,DSPT_REQ_HR_log,FRSTN_GRNDS_DSTNC_log,CNTR_GRNDS_DSTNC_log,LFDAU_GRNDS_DSTNC_log,arrival_time_diff_log,dispatch_time_diff_log
299,16,171,24,14,4.0,2,2,4,27.5,2.0,1,26.6,1,341.0,0,4,42.0,7.365180126021013,5.703782474656201,3.2188758248682006,2.70805020110221,1.6094379124341003,5.834810737062605,3.7612001156935624
413,1,45,9,2,-1.0,2,2,4,-0.5,2.0,6,85.0,1,521.0,1,1,108.0,6.0473721790462776,6.025865973825314,2.302585092994046,1.0986122886681098,-inf,6.257667587882639,4.6913478822291435
269,11,89,3,3,-1.0,0,0,1,-0.7,2.0,8,33.0,1,573.0,0,1,304.0,6.923628628138427,5.598421958998375,1.3862943611198906,1.3862943611198906,-inf,6.352629396319567,5.720311776607412
494,0,4,32,4,-1.0,2,2,3,14.5,10.5,3,17.0,1,571.0,1,4,77.0,10.952646957484708,6.20455776256869,3.4965075614664802,1.6094379124341003,-inf,6.349138991379798,4.356708826689592
578,0,196,11,7,-1.0,1,1,1,2.6,2.0,6,25.0,1,614.0,0,1,36.0,9.27049429479593,6.361302477572996,2.4849066497880004,2.0794415416798357,-inf,6.421622267806518,3.6109179126442243
104,12,164,35,1,-1.0,2,2,1,8.6,2.0,7,25.0,1,168.0,0,1,64.0,8.56388591940822,4.653960350157523,3.58351893845611,0.6931471805599453,-inf,5.1298987149230735,4.174387269895637
723,3,12,26,8,-1.0,2,2,2,24.7,2.0,7,32.0,1,826.0,0,5,103.0,7.9441374911141125,6.584791392385716,3.295836866004329,2.1972245773362196,-inf,6.717804695023691,4.6443908991413725
279,4,48,5,5,-1.0,2,2,3,23.3,2.0,8,40.0,1,413.0,0,4,134.0,7.060476365999801,5.634789603169249,1.791759469228055,1.791759469228055,-inf,6.025865973825314,4.90527477843843
55,9,0,12,1,-1.0,2,2,3,7.7,6.5,7,27.0,1,121.0,0,3,66.0,7.634820677745543,4.02535169073515,2.5649493574615367,0.6931471805599453,-inf,4.804021044733257,4.204692619390966
1472,3,72,21,21,-1.0,2,2,1,5.0,6.5,8,60.0,1,1472.0,0,3,0.0,8.035278911144667,7.29505641646263,3.091042453358316,3.091042453358316,-inf,7.29505641646263,0.0
481,12,108,12,5,-1.0,2,2,1,9.0,2.0,7,40.0,1,558.0,0,1,77.0,8.58316818033977,6.1779441140506,2.5649493574615367,1.791759469228055,-inf,6.326149473155099,4.356708826689592
411,1,204,22,3,-1.0,2,2,1,16.9,2.0,8,25.0,1,531.0,0,4,120.0,7.039660349862076,6.021023349349527,3.1354942159291497,1.3862943611198906,-inf,6.2766434893416445,4.795790545596741
684,5,102,6,4,-1.0,2,2,2,13.9,2.0,6,20.0,1,752.0,0,4,68.0,7.317876198626496,6.529418838262226,1.9459101490553132,1.6094379124341003,-inf,6.6240652277998935,4.23410650459726
213,15,23,23,2,-1.0,2,2,1,16.7,2.0,7,8.0,1,302.0,0,3,89.0,7.783640596221253,5.365976015021851,3.1780538303479458,1.0986122886681098,-inf,5.713732805509369,4.499809670330265
293,8,6,4,2,-1.0,0,0,1,22.0,2.0,8,88.0,1,353.0,0,5,60.0,6.320768294250582,5.683579767338681,1.6094379124341003,1.0986122886681098,-inf,5.869296913133774,4.110873864173311
312,8,53,5,3,-1.0,1,1,2,19.6,2.0,8,17.0,1,406.0,0,4,94.0,9.07680897935166,5.746203190540153,1.791759469228055,1.3862943611198906,-inf,6.008813185442595,4.553876891600541
260,8,33,4,0,-1.0,2,2,4,9.4,2.0,7,94.0,1,436.0,1,11,176.0,0.0,5.564520407322694,1.6094379124341003,0.0,-inf,6.07993319509559,5.176149732573829
322,8,154,4,1,-1.0,0,0,1,2.3,2.0,5,30.0,1,382.0,1,1,60.0,6.2166061010848646,5.777652323222656,1.6094379124341003,0.6931471805599453,-inf,5.948034989180646,4.110873864173311
186,8,101,1,1,-1.0,1,1,3,-2.6,2.0,7,23.0,1,224.0,1,1,38.0,6.75343791859778,5.231108616854587,0.6931471805599453,0.6931471805599453,-inf,5.41610040220442,3.6635616461296463
199,8,68,6,1,-1.0,0,0,1,13.5,2.0,1,21.0,1,276.0,0,3,77.0,7.632885505395133,5.298317366548036,1.9459101490553132,0.6931471805599453,-inf,5.6240175061873385,4.356708826689592
423,7,127,7,4,-1.0,0,0,1,12.1,2.0,8,40.0,1,492.0,1,3,69.0,6.652863029353347,6.049733455231958,2.0794415416798357,1.6094379124341003,-inf,6.20050917404269,4.248495242049359
277,15,216,28,15,5.0,2,2,1,12.0,2.0,2,56.0,1,355.0,0,3,78.0,7.944846711001996,5.627621113690637,3.367295829986474,2.772588722239781,1.791759469228055,5.87493073085203,4.3694478524670215
945,13,144,12,8,8.0,2,2,1,16.0,2.0,4,34.0,1,1026.0,0,3,81.0,7.8156105320351905,6.852242569051878,2.5649493574615367,2.1972245773362196,2.1972245773362196,6.934397209928558,4.406719247264253
1075,3,198,8,8,3.0,2,2,3,15.6,2.0,6,28.0,1,1075.0,0,2,0.0,8.009363076630045,6.98100574072173,2.1972245773362196,2.1972245773362196,1.3862943611198906,6.98100574072173,0.0
813,11,8,12,5,-1.0,1,1,3,8.0,6.5,7,35.0,1,876.0,0,3,63.0,11.135377034856273,6.70196036600254,2.5649493574615367,1.791759469228055,-inf,6.776506992372183,4.1588830833596715
317,1,205,28,14,3.0,1,1,1,16.8,2.0,8,41.0,1,367.0,0,3,50.0,7.585788821732034,5.762051382780177,3.367295829986474,2.70805020110221,1.3862943611198906,5.908082938168931,3.9318256327243257
866,0,188,10,10,-1.0,0,0,1,27.5,2.0,8,44.0,1,1017.0,0,6,151.0,0.0,6.7650389767805414,2.3978952727983707,2.3978952727983707,-inf,6.925595197110468,5.0238805208462765
182,2,178,33,22,4.0,2,2,4,21.0,2.0,5,19.0,1,257.0,0,4,75.0,8.999125391527247,5.209486152841421,3.5263605246161616,3.1354942159291497,1.6094379124341003,5.552959584921617,4.330733340286331
314,0,135,9,9,2.0,0,0,3,16.2,2.0,5,63.0,1,314.0,0,5,0.0,8.999742789830492,5.752572638825633,2.302585092994046,2.302585092994046,1.0986122886681098,5.752572638825633,0.0
901,2,119,30,30,12.0,1,1,3,12.8,2.0,5,0.0,1,961.0,0,4,60.0,8.99850761180784,6.804614520062624,3.4339872044851463,3.4339872044851463,2.5649493574615367,6.8690144506657065,4.110873864173311
530,1,123,4,6,-1.0,2,2,4,1.7,2.0,7,38.0,1,584.0,0,2,54.0,6.391917113392602,6.274762021241939,1.6094379124341003,1.9459101490553132,-inf,6.371611847231857,4.007333185232471
613,13,79,5,5,-1.0,2,2,4,15.0,2.0,8,25.0,1,673.0,0,3,60.0,7.133295954896068,6.419994928147142,1.791759469228055,1.791759469228055,-inf,6.513230110912307,4.110873864173311
1200,15,186,6,6,-1.0,2,2,2,13.0,2.0,2,60.0,1,1252.0,0,4,52.0,8.045908742270779,7.0909098220799835,1.9459101490553132,1.9459101490553132,-inf,7.133295954896068,3.970291913552122
2112,1,205,35,21,9.0,1,1,2,26.9,-1.0,8,0.0,1,2114.0,0,5,2.0,9.181014542594355,7.655864017616056,3.58351893845611,3.091042453358316,2.302585092994046,7.656810091480378,1.0986122886681098
587,3,157,36,15,6.0,2,2,1,19.3,2.0,7,20.0,1,705.0,0,3,118.0,8.819517540604888,6.376726947898627,3.6109179126442243,2.772588722239781,1.9459101490553132,6.559615237493242,4.77912349311153
344,1,160,11,3,-1.0,2,2,1,13.8,2.0,2,35.0,1,404.0,0,5,60.0,6.293419278846481,5.84354441703136,2.4849066497880004,1.3862943611198906,-inf,6.003887067106539,4.110873864173311
489,15,138,6,5,-1.0,2,2,4,10.8,2.0,8,46.0,1,581.0,0,3,92.0,6.934397209928558,6.194405391104672,1.9459101490553132,1.791759469228055,-inf,6.366470447731438,4.532599493153256
251,7,83,3,3,-1.0,2,2,1,-2.0,2.0,7,36.0,1,340.0,1,1,89.0,7.81156848934518,5.529429087511423,1.3862943611198906,1.3862943611198906,-inf,5.831882477283517,4.499809670330265
896,1,218,23,6,5.0,2,2,1,3.0,6.5,8,34.0,1,952.0,0,1,56.0,8.18004072349016,6.799055862058796,3.1780538303479458,1.9459101490553132,1.791759469228055,6.859614903654202,4.04305126783455
701,3,12,22,15,-1.0,2,2,2,30.0,-1.0,1,45.0,1,908.0,0,6,207.0,9.188197007290492,6.553933404025811,3.1354942159291497,2.772588722239781,-inf,6.812345094177479,5.337538079701318
1105,1,50,21,15,-1.0,0,0,2,28.3,2.0,7,20.0,1,1291.0,0,4,186.0,8.534443544822764,7.00850518208228,3.091042453358316,2.772588722239781,-inf,7.163946684342547,5.231108616854587
312,3,207,3,1,-1.0,2,2,1,-0.3,2.0,3,39.0,1,377.0,1,1,65.0,6.413458957167357,5.746203190540153,1.3862943611198906,0.6931471805599453,-inf,5.934894195619588,4.189654742026425
287,2,46,6,3,-1.0,2,2,3,-0.1,2.0,5,31.0,1,349.0,1,1,62.0,10.694056318677243,5.662960480135946,1.9459101490553132,1.3862943611198906,-inf,5.857933154483459,4.143134726391533
280,16,171,61,52,3.0,2,2,1,-1.7,2.0,7,32.8,1,345.0,0,1,65.0,8.39638057119949,5.638354669333745,4.127134385045092,3.970291913552122,1.3862943611198906,5.846438775057725,4.189654742026425
720,16,141,6,6,9.0,2,2,1,12.7,2.0,4,38.0,1,755.0,0,2,35.0,8.090708716083997,6.580639137284949,1.9459101490553132,1.9459101490553132,2.302585092994046,6.628041376179533,3.58351893845611
692,1,17,9,11,3.0,2,2,1,10.0,2.0,1,46.0,1,736.0,1,4,44.0,6.493753839851686,6.541029999189903,2.302585092994046,2.4849066497880004,1.3862943611198906,6.602587892189336,3.8066624897703196
480,1,159,2,2,-1.0,2,2,4,8.8,2.0,7,46.0,1,509.0,0,3,29.0,5.44673737166631,6.175867270105761,1.0986122886681098,1.0986122886681098,-inf,6.234410725718371,3.4011973816621555
1043,0,135,11,11,-1.0,1,1,1,23.5,2.0,3,11.0,1,1111.0,0,4,68.0,7.575071699507561,6.950814768442584,2.4849066497880004,2.4849066497880004,-inf,7.013915474810528,4.23410650459726
300,15,92,3,3,-1.0,2,2,1,9.7,2.0,7,48.0,1,445.0,0,3,145.0,7.988542982737695,5.707110264748875,1.3862943611198906,1.3862943611198906,-inf,6.100318952020064,4.983606621708336
536,3,88,19,7,-1.0,2,2,4,11.2,2.0,2,49.7,1,560.0,0,2,24.0,6.9167150203536085,6.285998094508865,2.995732273553991,2.0794415416798357,-inf,6.329720905522696,3.2188758248682006
420,1,160,28,6,-1.0,2,2,1,-6.0,2.0,6,89.0,1,480.0,1,2,60.0,7.0909098220799835,6.042632833682381,3.367295829986474,1.9459101490553132,-inf,6.175867270105761,4.110873864173311
365,7,65,5,2,-1.0,2,2,1,6.8,2.0,7,77.0,1,426.0,1,1,61.0,6.890609120147166,5.902633333401366,1.791759469228055,1.0986122886681098,-inf,6.056784013228625,4.127134385045092
452,7,65,5,1,-1.0,0,0,1,17.7,2.0,7,45.0,1,593.0,0,4,141.0,7.1308988302963465,6.115892125483034,1.791759469228055,0.6931471805599453,-inf,6.386879319362645,4.955827057601261
860,7,65,3,1,-1.0,1,1,1,-0.3,2.0,5,20.0,1,947.0,1,1,87.0,9.145054905277552,6.7580945044277305,1.3862943611198906,0.6931471805599453,-inf,6.854354502255021,4.477336814478207
812,3,37,27,14,11.0,2,2,3,31.0,2.0,5,0.0,1,898.0,0,6,86.0,8.902455592206882,6.70073110954781,3.332204510175204,2.70805020110221,2.4849066497880004,6.80128303447162,4.465908118654584
466,1,64,1,1,-1.0,2,2,2,-1.3,2.0,7,23.0,1,519.0,0,2,53.0,7.103322062526113,6.1463292576688975,0.6931471805599453,0.6931471805599453,-inf,6.253828811575473,3.9889840465642745
385,3,72,3,1,-1.0,2,2,3,14.4,2.0,2,39.0,1,385.0,0,3,0.0,8.064950891749143,5.955837369464831,1.3862943611198906,0.6931471805599453,-inf,5.955837369464831,0.0
234,8,174,2,2,-1.0,0,0,1,6.9,2.0,4,60.0,1,450.0,1,12,216.0,6.68586094706836,5.459585514144159,1.0986122886681098,1.0986122886681098,-inf,6.111467339502679,5.37989735354046
939,0,4,19,20,-1.0,1,1,3,3.2,2.0,7,68.0,1,1027.0,0,2,88.0,6.0063531596017325,6.84587987526405,2.995732273553991,3.044522437723423,-inf,6.93537044601511,4.48863636973214
300,8,154,4,1,-1.0,0,0,1,-4.6,2.0,5,30.0,1,408.0,1,1,108.0,7.039660349862076,5.707110264748875,1.6094379124341003,0.6931471805599453,-inf,6.013715156042802,4.6913478822291435
663,3,137,8,8,-1.0,0,0,1,11.1,2.0,3,51.0,1,796.0,0,3,133.0,7.893572073504902,6.498282149476434,2.1972245773362196,2.1972245773362196,-inf,6.680854678790215,4.897839799950911
1974,8,5,8,6,-1.0,1,1,3,27.4,2.0,8,34.7,1,2032.0,0,5,58.0,7.273092595999522,7.5883236773352225,2.1972245773362196,1.9459101490553132,-inf,7.617267813628347,4.07753744390572
403,8,5,6,3,-1.0,1,1,3,23.4,2.0,4,68.0,1,573.0,0,6,170.0,8.76732914779405,6.0014148779611505,1.9459101490553132,1.3862943611198906,-inf,6.352629396319567,5.14166355650266
232,1,202,2,2,-1.0,1,1,1,7.1,2.0,3,46.0,1,278.0,0,1,46.0,7.492760300922379,5.4510384535657,1.0986122886681098,1.0986122886681098,-inf,5.631211781821365,3.8501476017100584
297,8,5,1,0,-1.0,0,0,1,7.7,2.0,8,25.0,1,341.0,0,4,44.0,6.236369590203704,5.697093486505405,0.6931471805599453,0.0,-inf,5.834810737062605,3.8066624897703196
788,13,163,44,12,12.0,2,2,3,23.5,2.0,8,34.0,1,891.0,0,4,103.0,7.689828668736484,6.670766320845874,3.8066624897703196,2.5649493574615367,2.5649493574615367,6.79346613258001,4.6443908991413725
270,16,192,13,4,-1.0,2,2,1,28.0,2.0,1,27.0,1,329.0,0,4,59.0,8.221478947267192,5.602118820879701,2.6390573296152584,1.6094379124341003,-inf,5.799092654460526,4.0943445622221
778,1,202,9,6,-1.0,2,2,3,15.8,2.0,6,91.0,1,834.0,1,5,56.0,7.834788107388194,6.658011045870748,2.302585092994046,1.9459101490553132,-inf,6.727431724850855,4.04305126783455
2843,0,220,46,18,-1.0,1,1,2,27.4,2.0,1,50.0,1,2911.0,0,4,68.0,9.551586907757695,7.952966790923131,3.8501476017100584,2.9444389791664403,-inf,7.976595409316577,4.23410650459726
515,12,133,24,9,17.0,2,2,1,26.7,2.0,3,31.0,1,585.0,0,5,70.0,8.588955557643128,6.246106765481563,3.2188758248682006,2.302585092994046,2.8903717578961645,6.373319789577012,4.2626798770413155
880,1,50,17,7,-1.0,2,2,4,1.6,2.0,5,61.0,1,953.0,1,2,73.0,7.29776828253138,6.78105762593618,2.8903717578961645,2.0794415416798357,-inf,6.860663671448287,4.30406509320417
252,11,142,55,2,-1.0,2,2,1,-1.0,2.0,7,50.0,1,313.0,0,1,61.0,7.57095858316901,5.53338948872752,4.02535169073515,1.0986122886681098,-inf,5.749392985908253,4.127134385045092
372,11,173,15,4,-1.0,2,2,3,-6.2,2.0,7,47.0,1,432.0,1,2,60.0,7.845024417241484,5.921578419643816,2.772588722239781,1.6094379124341003,-inf,6.07073772800249,4.110873864173311
512,11,173,11,5,-1.0,2,2,1,21.9,2.0,1,58.0,1,705.0,0,5,193.0,6.066108090103747,6.240275845170769,2.4849066497880004,1.791759469228055,-inf,6.559615237493242,5.267858159063328
638,11,173,15,4,-1.0,2,2,3,3.7,2.0,1,41.0,1,738.0,0,1,100.0,6.202535517187923,6.459904454377535,2.772588722239781,1.6094379124341003,-inf,6.6052979209482015,4.61512051684126
793,11,173,9,2,-1.0,2,2,2,3.1,2.0,7,44.0,1,853.0,0,2,60.0,5.808142489980444,6.677083461247136,2.302585092994046,1.0986122886681098,-inf,6.74993119378857,4.110873864173311
219,7,83,5,5,-1.0,2,2,1,21.1,2.0,8,33.0,1,377.0,0,5,158.0,7.241366283322318,5.393627546352362,1.791759469228055,1.791759469228055,-inf,5.934894195619588,5.0689042022202315
293,5,82,4,2,-1.0,2,2,1,25.0,2.0,3,24.0,1,378.0,0,5,85.0,6.089044875446846,5.683579767338681,1.6094379124341003,1.0986122886681098,-inf,5.937536205082426,4.454347296253507
565,7,85,5,3,-1.0,2,2,2,10.6,2.0,7,33.0,1,657.0,0,4,92.0,5.5134287461649825,6.338594078203183,1.791759469228055,1.3862943611198906,-inf,6.489204931325317,4.532599493153256
155,5,57,17,4,1.0,2,2,1,15.9,6.5,1,25.0,1,202.0,0,3,47.0,7.071573364211532,5.049856007249537,2.8903717578961645,1.6094379124341003,0.6931471805599453,5.313205979041787,3.871201010907891
247,5,57,7,1,-1.0,2,2,4,21.8,2.0,1,37.0,1,294.0,0,4,47.0,5.303304908059076,5.5134287461649825,2.0794415416798357,0.6931471805599453,-inf,5.68697535633982,3.871201010907891
543,7,85,3,2,-1.0,2,2,3,10.3,2.0,4,62.0,1,577.0,0,2,34.0,6.697034247666484,6.298949246855942,1.3862943611198906,1.0986122886681098,-inf,6.359573868672378,3.5553480614894135
673,7,85,7,4,-1.0,0,0,2,11.7,10.5,4,49.0,1,779.0,0,4,106.0,0.0,6.513230110912307,2.0794415416798357,1.6094379124341003,-inf,6.659293919683638,4.672828834461906
268,7,215,7,3,-1.0,1,1,1,14.1,2.0,6,44.0,1,409.0,1,5,141.0,7.719573989259581,5.594711379601839,2.0794415416798357,1.3862943611198906,-inf,6.016157159698354,4.955827057601261
1113,5,57,13,10,7.0,2,2,2,19.1,2.0,2,23.0,1,1284.0,1,4,171.0,10.681963445198846,7.01571242048723,2.6390573296152584,2.3978952727983707,2.0794415416798357,7.158513997329321,5.147494476813453
634,5,57,6,4,8.0,0,0,1,7.6,2.0,7,28.0,1,705.0,0,4,71.0,7.602401335665818,6.453624998892692,1.9459101490553132,1.6094379124341003,2.1972245773362196,6.559615237493242,4.276666119016055
273,5,57,3,2,7.0,1,1,3,20.2,2.0,6,18.0,1,333.0,0,3,60.0,7.544861068658458,5.6131281063880705,1.3862943611198906,1.0986122886681098,2.0794415416798357,5.811140992976701,4.110873864173311
976,11,142,0,9,-1.0,1,1,2,13.3,2.0,5,77.0,1,1031.0,1,10,55.0,7.107425474110705,6.884486652042782,0.0,2.302585092994046,-inf,6.939253946041508,4.02535169073515
653,11,81,3,3,-1.0,1,1,3,3.5,6.5,8,55.0,1,717.0,0,3,64.0,8.609042845046117,6.483107351457199,1.3862943611198906,1.3862943611198906,-inf,6.576469569048224,4.174387269895637
328,11,89,2,2,-1.0,2,2,1,3.0,2.0,6,60.0,1,410.0,0,1,82.0,6.419994928147142,5.796057750765372,1.0986122886681098,1.0986122886681098,-inf,6.018593214496234,4.418840607796598
582,11,8,1,1,5.0,2,2,1,6.4,-1.0,8,39.0,1,653.0,0,2,71.0,8.050065422915965,6.368187186350492,0.6931471805599453,0.6931471805599453,1.791759469228055,6.483107351457199,4.276666119016055
903,11,8,14,14,10.0,2,2,1,9.0,2.0,8,40.0,1,1018.0,0,3,115.0,6.7661917146603505,6.806829360392176,2.70805020110221,2.70805020110221,2.3978952727983707,6.926577033222725,4.7535901911063645
803,11,8,20,15,5.0,2,2,1,12.0,2.0,5,35.0,1,885.0,0,3,82.0,6.541029999189903,6.6895992691789665,3.044522437723423,2.772588722239781,1.791759469228055,6.786716950605081,4.418840607796598
238,7,42,1,1,-1.0,2,2,4,0.0,-1.0,0,0.0,1,278.0,0,3,40.0,6.704414354964107,5.476463551931511,0.6931471805599453,0.6931471805599453,-inf,5.631211781821365,3.713572066704308
1242,7,42,26,6,-1.0,2,2,2,11.1,2.0,8,20.0,1,1343.0,0,1,101.0,7.614312146452,7.1252830915107115,3.295836866004329,1.9459101490553132,-inf,7.203405521083095,4.624972813284271
994,7,42,15,9,-1.0,2,2,3,12.4,6.5,3,30.0,1,1099.0,1,4,105.0,10.917594412610574,6.902742737158593,2.772588722239781,2.302585092994046,-inf,7.003065458786462,4.663439094112067
765,7,42,14,10,-1.0,2,2,4,17.4,6.5,3,38.0,1,817.0,0,4,52.0,7.697121317282625,6.641182169740591,2.70805020110221,2.3978952727983707,-inf,6.706862336602747,3.970291913552122
846,7,42,5,10,-1.0,1,1,2,14.7,2.0,4,22.0,1,903.0,0,2,57.0,7.8168199657645525,6.741700694652055,1.791759469228055,2.3978952727983707,-inf,6.806829360392176,4.060443010546419
558,11,49,6,2,-1.0,2,2,2,1.0,2.0,1,56.0,1,657.0,1,4,99.0,7.653494909661253,6.326149473155099,1.9459101490553132,1.0986122886681098,-inf,6.489204931325317,4.605170185988092
412,11,14,2,3,-1.0,2,2,1,8.0,2.0,3,76.0,1,501.0,0,3,89.0,7.494430215031565,6.023447592961033,1.0986122886681098,1.3862943611198906,-inf,6.218600119691729,4.499809670330265
790,1,204,25,8,11.0,2,2,1,21.0,2.0,3,37.0,1,845.0,0,5,55.0,7.703459047867175,6.673297967767654,3.258096538021482,2.1972245773362196,2.4849066497880004,6.740519359606223,4.02535169073515
607,1,204,23,4,7.0,2,2,1,10.7,2.0,3,43.0,1,680.0,0,3,73.0,7.529943370601589,6.410174881966167,3.1780538303479458,1.6094379124341003,2.0794415416798357,6.523562306149512,4.30406509320417
630,1,204,34,9,-1.0,2,2,1,0.4,6.5,3,36.0,1,694.0,0,1,64.0,5.099866427824199,6.447305862541213,3.5553480614894135,2.302585092994046,-inf,6.543911845564792,4.174387269895637
292,1,204,1,1,-1.0,2,2,3,2.2,2.0,5,50.0,1,351.0,0,1,59.0,7.683403681053826,5.680172609017068,0.6931471805599453,0.6931471805599453,-inf,5.863631175598097,4.0943445622221
435,1,204,7,4,-1.0,2,2,1,13.2,6.5,6,21.0,1,499.0,0,4,64.0,9.322775801305971,6.077642243349034,2.0794415416798357,1.6094379124341003,-inf,6.214608098422191,4.174387269895637
444,1,204,6,3,-1.0,2,2,1,18.8,2.0,7,20.0,1,493.0,0,4,49.0,6.3561076606958915,6.09807428216624,1.9459101490553132,1.3862943611198906,-inf,6.202535517187923,3.912023005428146
489,1,204,7,5,-1.0,2,2,1,23.3,6.5,5,45.0,1,649.0,0,10,160.0,6.834108738813838,6.194405391104672,2.0794415416798357,1.791759469228055,-inf,6.476972362889683,5.081404364984463
628,1,113,4,2,-1.0,1,1,3,7.8,2.0,8,55.0,1,738.0,0,3,110.0,7.346010209913293,6.444131256700441,1.6094379124341003,1.0986122886681098,-inf,6.6052979209482015,4.709530201312334
197,1,113,5,1,-1.0,2,2,3,4.3,2.0,8,98.0,1,332.0,1,3,135.0,8.616676469901188,5.288267030694535,1.791759469228055,0.6931471805599453,-inf,5.808142489980444,4.912654885736052
265,1,113,4,3,-1.0,2,2,1,-5.8,2.0,6,53.4,1,528.0,1,2,263.0,5.58724865840025,5.583496308781699,1.6094379124341003,1.3862943611198906,-inf,6.270988431858299,5.575949103146316
185,1,26,0,0,-1.0,2,2,3,12.3,2.0,6,35.0,1,233.0,0,3,48.0,5.484796933490655,5.225746673713202,0.0,0.0,-inf,5.455321115357702,3.8918202981106265
478,1,114,8,5,-1.0,0,0,2,1.1,2.0,5,37.0,1,544.0,0,1,66.0,7.273092595999522,6.171700597410915,2.1972245773362196,1.791759469228055,-inf,6.300785794663244,4.204692619390966
678,1,109,14,3,-1.0,2,2,1,14.0,6.5,6,40.0,1,778.0,0,3,100.0,7.2305631534092925,6.520621127558696,2.70805020110221,1.3862943611198906,-inf,6.658011045870748,4.61512051684126
575,1,114,8,4,-1.0,1,1,3,6.2,-1.0,7,39.0,1,790.0,0,3,215.0,5.749392985908253,6.3561076606958915,2.1972245773362196,1.6094379124341003,-inf,6.673297967767654,5.375278407684165
686,1,113,30,7,-1.0,0,0,1,-2.6,2.0,7,44.0,1,731.0,1,2,45.0,6.539585955617669,6.532334292222349,3.4339872044851463,2.0794415416798357,-inf,6.595780513961311,3.828641396489095
407,1,109,6,4,-1.0,2,2,1,1.0,2.0,5,30.0,1,467.0,0,2,60.0,5.8888779583328805,6.0112671744041615,1.9459101490553132,1.6094379124341003,-inf,6.148468295917647,4.110873864173311
924,1,202,13,13,18.0,2,2,1,-2.9,2.0,0,93.0,1,1050.0,1,1,126.0,8.11701408773731,6.829793737512425,2.6390573296152584,2.6390573296152584,2.9444389791664403,6.957497370876951,4.844187086458591
458,1,148,11,5,-1.0,2,2,4,8.8,2.0,3,35.0,1,518.0,1,4,60.0,8.742733867330168,6.129050210060545,2.4849066497880004,1.791759469228055,-inf,6.251903883165888,4.110873864173311
563,1,202,6,6,-1.0,2,2,4,16.6,2.0,1,90.0,1,612.0,1,6,49.0,6.7357800142423265,6.335054251498059,1.9459101490553132,1.9459101490553132,-inf,6.418364935936212,3.912023005428146
796,1,202,21,10,-1.0,1,1,2,8.4,-1.0,8,69.5,1,880.0,0,3,84.0,7.67786350067821,6.680854678790215,3.091042453358316,2.3978952727983707,-inf,6.78105762593618,4.442651256490317
852,1,202,14,6,-1.0,2,2,1,3.7,2.0,8,19.0,1,914.0,0,1,62.0,7.299797366758161,6.748759547491679,2.70805020110221,1.9459101490553132,-inf,6.818924065275521,4.143134726391533
659,1,202,24,4,-1.0,2,2,0,8.1,6.5,3,60.0,1,706.0,0,3,47.0,7.765569081097317,6.492239835020471,3.2188758248682006,1.6094379124341003,-inf,6.561030665896573,3.871201010907891
434,1,159,7,4,-1.0,2,2,4,5.6,2.0,7,0.0,1,462.0,0,1,28.0,5.44673737166631,6.075346031088684,2.0794415416798357,1.6094379124341003,-inf,6.137727054086234,3.367295829986474
710,1,121,10,6,-1.0,2,2,1,9.4,2.0,3,28.0,1,730.0,0,2,20.0,7.649692623711514,6.566672429803241,2.3978952727983707,1.9459101490553132,-inf,6.594413459749778,3.044522437723423
473,1,160,15,15,3.0,2,2,4,7.4,2.0,8,50.0,1,531.0,0,2,58.0,5.147494476813453,6.161207321695077,2.772588722239781,2.772588722239781,1.3862943611198906,6.2766434893416445,4.07753744390572
654,1,160,9,9,-1.0,2,2,1,16.0,6.5,8,13.0,1,724.0,0,4,70.0,8.137688184977605,6.484635235635252,2.302585092994046,2.302585092994046,-inf,6.586171654854675,4.2626798770413155
